00GE               20131205                                                                                   
0601GEH2N       20140101001770005000005000 0200000000001698   
0601GEH2N       20140101001775005000005000 0200000000001703   
0601GEH2N       20140101001780005000005000 0200000000001708   
0601GEH2N       20140101001785005000005000 0200000000001713   
0601GEH2N       20140101001790005000005000 0200000000001718   
0601GEH2N       20140101001795005000005000 0200000000001723   
0601GEH2N       20140101001800005000005000 0200000000001728   
0601GEH2N       20140101001805005000005000 0200000000001734   
0601GEH2N       20140101001810005000005000 0200000000001738   
0601GEH2N       20140101001815005000005000 0200000000001743   
0601GEH2N       20140101001820005000005000 0200000000001749   
0601GEH2N       20140101001825005000005000 0200000000001753   
0601GEH2N       20140101001830005000005000 0200000000001758   
0601GEH2N       20140101001835005000005000 0200000000001763   
0601GEH2N       20140101001840005000005000 0200000000001768   
0601GEH2N       20140101001845005000005000 0200000000001773   
0601GEH2N       20140101001850005000005000 0200000000001778   
0601GEH2N       20140101001855005000005000 0200000000001783   
0601GEH2N       20140101001860005000005000 0200000000001787   
0601GEH2N       20140101001865005000005000 0200000000001792   
0601GEH2N       20140101001870005000005000 0200000000001797   
0601GEH2N       20140101001875005000005000 0200000000001801   
0601GEH2N       20140101001880005000005000 0200000000001806   
0601GEH2N       20140101001885005000005000 0200000000001811   
0601GEH2N       20140101001890005000005000 0200000000001815   
0601GEH2N       20140101001895005000005000 0200000000001820   
0601GEH2N       20140101001900005000005000 0200000000001825   
0601GEH2N       20140101001905005000005000 0200000000001829   
0601GEH2N       20140101001910005000005000 0200000000001834   
0601GEH2N       20140101001915005000005000 0200000000001838   
0601GEH2N       20140101001920005000005000 0200000000001843   
0601GEH2N       20140101001925005000005000 0200000000001847   
0601GEH2N       20140101001930005000005000 0200000000001852   
0601GEH2N       20140101001935005000005000 0200000000001856   
0601GEH2N       20140101001940005000005000 0200000000001861   
0601GEH2N       20140101001945005000005000 0200000000001865   
0601GEH2N       20140101001950005000005000 0200000000001869   
0601GEH2N       20140101001955005000005000 0200000000001874   
0601GEH2N       20140101001960005000005000 0200000000001878   
0601GEH2N       20140101001965005000010000 0200000000001884   
0601GEH2N       20140101001975005000010000 0200000000001893   
0601GEH2N       20140101001985005000010000 0200000000001901   
0601GEH2N       20140101001995005000010000 0200000000001909   
0601GEH2N       20140101002005005000010000 0200000000001918   
0601GEH2N       20140101002015005000010000 0200000000001926   
0601GEH2N       20140101002025005000010000 0200000000001934   
0601GEH2N       20140101002035005000010000 0200000000001942   
0601GEH2N       20140101002045005000010000 0200000000001949   
0601GEH2N       20140101002055005000010000 0200000000001957   
0601GEH2N       20140101002065005000010000 0200000000001965   
0601GEH2N       20140101002075005000010000 0200000000001973   
0601GEH2N       20140101002085005000010000 0200000000001981   
0601GEH2N       20140101002095005000010000 0200000000001988   
0601GEH2N       20140101002105005000010000 0200000000001995   
0601GEH2N       20140101002115005000010000 0200000000002003   
0601GEH2N       20140101002125005000010000 0200000000002010   
0601GEH2N       20140101002135005000010000 0200000000002017   
0601GEH2N       20140101002145005000010000 0200000000002025   
0601GEH2N       20140101002155005000010000 0200000000002031   
0601GEH2N       20140101002165005000010000 0200000000002039   
0601GEH2N       20140101002175005000010000 0200000000002046   
0601GEH2N       20140101002185005000010000 0200000000002052   
0601GEH2N       20140101002195005000010000 0200000000002059   
0601GEH2N       20140101002205005000010000 0200000000002066   
0601GEH2N       20140101002215005000010000 0200000000002073   
0601GEH2N       20140101002225005000010000 0200000000002080   
0601GEH2N       20140101002235005000010000 0200000000002086   
0601GEH2N       20140101002245005000010000 0200000000002093   
0601GEH2N       20140101002255005000010000 0200000000002099   
0601GEH2N       20140101002265005000010000 0200000000002106   
0601GEH2N       20140101002275005000010000 0200000000002112   
0601GEH2N       20140101002285005000010000 0200000000002119   
0601GEH2N       20140101002295005000010000 0200000000002125   
0601GEH2N       20140101002305005000010000 0200000000002131   
0601GEH2N       20140101002315005000010000 0200000000002137   
0601GEH2N       20140101002325005000010000 0200000000002143   
0601GEH2N       20140101002335005000010000 0200000000002149   
0601GEH2N       20140101002345005000010000 0200000000002155   
0601GEH2N       20140101002355005000010000 0200000000002161   
0601GEH2N       20140101002365005000010000 0200000000002167   
0601GEH2N       20140101002375005000010000 0200000000002173   
0601GEH2N       20140101002385005000010000 0200000000002179   
0601GEH2N       20140101002395005000010000 0200000000002185   
0601GEH2N       20140101002405005000010000 0200000000002190   
0601GEH2N       20140101002415005000010000 0200000000002196   
0601GEH2N       20140101002425005000010000 0200000000002202   
0601GEH2N       20140101002435005000010000 0200000000002207   
0601GEH2N       20140101002445005000010000 0200000000002213   
0601GEH2N       20140101002455005000010000 0200000000002218   
0601GEH2N       20140101002465005000010000 0200000000002224   
0601GEH2N       20140101002475005000010000 0200000000002229   
0601GEH2N       20140101002485005000010000 0200000000002234   
0601GEH2N       20140101002495005000010000 0200000000002240   
0601GEH2N       20140101002505005000010000 0200000000002245   
0601GEH2N       20140101002515005000010000 0200000000002250   
0601GEH2N       20140101002525005000010000 0200000000002255   
0601GEH2N       20140101002535005000010000 0200000000002260   
0601GEH2N       20140101002545005000010000 0200000000002266   
0601GEH2N       20140101002555005000010000 0200000000002271   
0601GEH2N       20140101002565005000010000 0200000000002276   
0601GEH2N       20140101002575005000010000 0200000000002281   
0601GEH2N       20140101002585005000010000 0200000000002287   
0601GEH2N       20140101002595005000010000 0200000000002292   
0601GEH2N       20140101002605005000010000 0200000000002297   
0601GEH2N       20140101002615005000010000 0200000000002302   
0601GEH2N       20140101002625005000010000 0200000000002307   
0601GEH2N       20140101002635005000010000 0200000000002312   
0601GEH2N       20140101002645005000010000 0200000000002317   
0601GEH2N       20140101002655005000010000 0200000000002322   
0601GEH2N       20140101002665005000010000 0200000000002327   
0601GEH2N       20140101002675005000010000 0200000000002332   
0601GEH2N       20140101002685005000010000 0200000000002337   
0601GEH2N       20140101002695005000010000 0200000000002342   
0601GEH2N       20140101002705005000010000 0200000000002347   
0601GEH2N       20140101002715005000010000 0200000000002351   
0601GEH2N       20140101002725005000010000 0200000000002356   
0601GEH2N       20140101002735005000010000 0200000000002361   
0601GEH2N       20140101002745005000010000 0200000000002365   
0601GEH2N       20140101002755005000010000 0200000000002370   
0601GEH2N       20140101002765005000010000 0200000000002375   
0601GEH2N       20140101002775005000010000 0200000000002379   
0601GEH2N       20140101002785005000010000 0200000000002384   
0601GEH2N       20140101002795005000010000 0200000000002388   
0601GEH2N       20140101002805005000010000 0200000000002393   
0601GEH2N       20140101002815005000010000 0200000000002397   
0601GEH2N       20140101002825005000010000 0200000000002401   
0601GEH2N       20140101002835005000010000 0200000000002406   
0601GEH2N       20140101002845005000010000 0200000000002410   
0601GEH2N       20140101002855005000010000 0200000000002414   
0601GEH2N       20140101002865005000010000 0200000000002419   
0601GEH2N       20140101002875005000010000 0200000000002423   
0601GEH2N       20140101002885005000010000 0200000000002427   
0601GEH2N       20140101002895005000010000 0200000000002431   
0601GEH2N       20140101002905005000010000 0200000000002435   
0601GEH2N       20140101002915005000010000 0200000000002439   
0601GEH2N       20140101002925005000010000 0200000000002444   
0601GEH2N       20140101002935005000010000 0200000000002448   
0601GEH2N       20140101002945005000010000 0200000000002452   
0601GEH2N       20140101002955005000010000 0200000000002456   
0601GEH2N       20140101002965005000010000 0200000000002460   
0601GEH2N       20140101002975005000010000 0200000000002464   
0601GEH2N       20140101002985005000010000 0200000000002468   
0601GEH2N       20140101002995005000010000 0200000000002472   
0601GEH2N       20140101003005005000010000 0200000000002475   
0601GEH2N       20140101003015005000010000 0200000000002479   
0601GEH2N       20140101003025005000010000 0200000000002483   
0601GEH2N       20140101003035005000010000 0200000000002487   
0601GEH2N       20140101003045005000010000 0200000000002491   
0601GEH2N       20140101003055005000010000 0200000000002495   
0601GEH2N       20140101003065005000010000 0200000000002498   
0601GEH2N       20140101003075005000010000 0200000000002502   
0601GEH2N       20140101003085005000010000 0200000000002506   
0601GEH2N       20140101003095005000010000 0200000000002509   
0601GEH2N       20140101003105005000010000 0200000000002513   
0601GEH2N       20140101003115005000010000 0200000000002517   
0601GEH2N       20140101003125005000010000 0200000000002520   
0601GEH2N       20140101003135005000010000 0200000000002524   
0601GEH2N       20140101003145005000010000 0200000000002527   
0601GEH2N       20140101003155005000010000 0200000000002531   
0601GEH2N       20140101003165005000010000 0200000000002534   
0601GEH2N       20140101003175005000010000 0200000000002537   
0601GEH2N       20140101003185005000010000 0200000000002541   
0601GEH2N       20140101003195005000010000 0200000000002545   
0601GEH2N       20140101003205005000010000 0200000000002548   
0601GEH2N       20140101003215005000010000 0200000000002551   
0601GEH2N       20140101003225005000010000 0200000000002555   
0601GEH2N       20140101003235005000010000 0200000000002558   
0601GEH2N       20140101003245005000010000 0200000000002561   
0601GEH2N       20140101003255005000010000 0200000000002565   
0601GEH2N       20140101003265005000010000 0200000000002568   
0601GEH2N       20140101003275005000010000 0200000000002571   
0601GEH2N       20140101003285005000010000 0200000000002574   
0601GEH2N       20140101003295005000010000 0200000000002578   
0601GEH2N       20140101003305005000010000 0200000000002581   
0601GEH2N       20140101003315005000010000 0200000000002584   
0601GEH2N       20140101003325005000010000 0200000000002587   
0601GEH2N       20140101003335005000010000 0200000000002591   
0601GEH2N       20140101003345005000010000 0200000000002594   
0601GEH2N       20140101003355005000010000 0200000000002597   
0601GEH2N       20140101003365005000010000 0200000000002601   
0601GEH2N       20140101003375005000010000 0200000000002604   
0601GEH2N       20140101003385005000010000 0200000000002607   
0601GEH2N       20140101003395005000010000 0200000000002610   
0601GEH2N       20140101003405005000010000 0200000000002614   
0601GEH2N       20140101003415005000010000 0200000000002617   
0601GEH2N       20140101003425005000010000 0200000000002620   
0601GEH2N       20140101003435005000010000 0200000000002623   
0601GEH2N       20140101003445005000010000 0200000000002626   
0601GEH2N       20140101003455005000010000 0200000000002630   
0601GEH2N       20140101003465005000010000 0200000000002633   
0601GEH2N       20140101003475005000010000 0200000000002636   
0601GEH2N       20140101003485005000010000 0200000000002639   
0601GEH2N       20140101003495005000010000 0200000000002642   
0601GEH2N       20140101003505005000010000 0200000000002645   
0601GEH2N       20140101003515005000010000 0200000000002648   
0601GEH2N       20140101003525005000010000 0200000000002651   
0601GEH2N       20140101003535005000010000 0200000000002654   
0601GEH2N       20140101003545005000010000 0200000000002657   
0601GEH2N       20140101003555005000010000 0200000000002660   
0601GEH2N       20140101003565005000010000 0200000000002663   
0601GEH2N       20140101003575005000010000 0200000000002666   
0601GEH2N       20140101003585005000010000 0200000000002669   
0601GEH2N       20140101003595005000010000 0200000000002672   
0601GEH2N       20140101003605005000010000 0200000000002675   
0601GEH2N       20140101003615005000010000 0200000000002677   
0601GEH2N       20140101003625005000010000 0200000000002680   
0601GEH2N       20140101003635005000010000 0200000000002683   
0601GEH2N       20140101003645005000010000 0200000000002686   
0601GEH2N       20140101003655005000010000 0200000000002689   
0601GEH2N       20140101003665005000010000 0200000000002692   
0601GEH2N       20140101003675005000010000 0200000000002694   
0601GEH2N       20140101003685005000010000 0200000000002697   
0601GEH2N       20140101003695005000010000 0200000000002700   
0601GEH2N       20140101003705005000010000 0200000000002703   
0601GEH2N       20140101003715005000010000 0200000000002706   
0601GEH2N       20140101003725005000010000 0200000000002708   
0601GEH2N       20140101003735005000010000 0200000000002711   
0601GEH2N       20140101003745005000010000 0200000000002714   
0601GEH2N       20140101003755005000010000 0200000000002717   
0601GEH2N       20140101003765005000010000 0200000000002720   
0601GEH2N       20140101003775005000010000 0200000000002723   
0601GEH2N       20140101003785005000010000 0200000000002726   
0601GEH2N       20140101003795005000010000 0200000000002728   
0601GEH2N       20140101003805005000010000 0200000000002731   
0601GEH2N       20140101003815005000010000 0200000000002734   
0601GEH2N       20140101003825005000010000 0200000000002737   
0601GEH2N       20140101003835005000010000 0200000000002739   
0601GEH2N       20140101003845005000010000 0200000000002742   
0601GEH2N       20140101003855005000010000 0200000000002745   
0601GEH2N       20140101003865005000010000 0200000000002748   
0601GEH2N       20140101003875005000010000 0200000000002750   
0601GEH2N       20140101003885005000010000 0200000000002753   
0601GEH2N       20140101003895005000010000 0200000000002756   
0601GEH2N       20140101003905005000010000 0200000000002758   
0601GEH2N       20140101003915005000010000 0200000000002761   
0601GEH2N       20140101003925005000010000 0200000000002764   
0601GEH2N       20140101003935005000010000 0200000000002766   
0601GEH2N       20140101003945005000010000 0200000000002769   
0601GEH2N       20140101003955005000010000 0200000000002771   
0601GEH2N       20140101003965005000010000 0200000000002774   
0601GEH2N       20140101003975005000010000 0200000000002776   
0601GEH2N       20140101003985005000010000 0200000000002779   
0601GEH2N       20140101003995005000010000 0200000000002781   
0601GEH2N       20140101004005005000010000 0200000000002784   
0601GEH2N       20140101004015005000010000 0200000000002787   
0601GEH2N       20140101004025005000010000 0200000000002789   
0601GEH2N       20140101004035005000010000 0200000000002792   
0601GEH2N       20140101004045005000010000 0200000000002794   
0601GEH2N       20140101004055005000010000 0200000000002796   
0601GEH2N       20140101004065005000010000 0200000000002799   
0601GEH2N       20140101004075005000010000 0200000000002801   
0601GEH2N       20140101004085005000010000 0200000000002804   
0601GEH2N       20140101004095005000010000 0200000000002806   
0601GEH2N       20140101004105005000010000 0200000000002809   
0601GEH2N       20140101004115005000010000 0200000000002811   
0601GEH2N       20140101004125005000010000 0200000000002813   
0601GEH2N       20140101004135005000010000 0200000000002816   
0601GEH2N       20140101004145005000010000 0200000000002818   
0601GEH2N       20140101004155005000010000 0200000000002821   
0601GEH2N       20140101004165005000010000 0200000000002823   
0601GEH2N       20140101004175005000010000 0200000000002825   
0601GEH2N       20140101004185005000010000 0200000000002827   
0601GEH2N       20140101004195005000010000 0200000000002830   
0601GEH2N       20140101004205005000010000 0200000000002832   
0601GEH2N       20140101004215005000010000 0200000000002834   
0601GEH2N       20140101004225005000010000 0200000000002836   
0601GEH2N       20140101004235005000010000 0200000000002839   
0601GEH2N       20140101004245005000010000 0200000000002841   
0601GEH2N       20140101004255005000010000 0200000000002843   
0601GEH2N       20140101004265005000010000 0200000000002846   
0601GEH2N       20140101004275005000010000 0200000000002848   
0601GEH2N       20140101004285005000010000 0200000000002850   
0601GEH2N       20140101004295005000010000 0200000000002852   
0601GEH2N       20140101004305005000010000 0200000000002854   
0601GEH2N       20140101004315005000010000 0200000000002856   
0601GEH2N       20140101004325005000010000 0200000000002859   
0601GEH2N       20140101004335005000010000 0200000000002861   
0601GEH2N       20140101004345005000010000 0200000000002863   
0601GEH2N       20140101004355005000010000 0200000000002865   
0601GEH2N       20140101004365005000010000 0200000000002867   
0601GEH2N       20140101004375005000010000 0200000000002869   
0601GEH2N       20140101004385005000010000 0200000000002871   
0601GEH2N       20140101004395005000010000 0200000000002874   
0601GEH2N       20140101004405005000010000 0200000000002876   
0601GEH2N       20140101004415005000010000 0200000000002878   
0601GEH2N       20140101004425005000010000 0200000000002880   
0601GEH2N       20140101004435005000010000 0200000000002882   
0601GEH2N       20140101004445005000010000 0200000000002884   
0601GEH2N       20140101004455005000010000 0200000000002886   
0601GEH2N       20140101004465005000010000 0200000000002888   
0601GEH2N       20140101004475005000010000 0200000000002890   
0601GEH2N       20140101004485005000010000 0200000000002892   
0601GEH2N       20140101004495005000010000 0200000000002894   
0601GEH2N       20140101004505005000010000 0200000000002896   
0601GEH2N       20140101004515005000010000 0200000000002898   
0601GEH2N       20140101004525005000010000 0200000000002900   
0601GEH2N       20140101004535005000010000 0200000000002902   
0601GEH2N       20140101004545005000010000 0200000000002904   
0601GEH2N       20140101004555005000010000 0200000000002906   
0601GEH2N       20140101004565005000010000 0200000000002908   
0601GEH2N       20140101004575005000010000 0200000000002910   
0601GEH2N       20140101004585005000010000 0200000000002912   
0601GEH2N       20140101004595005000010000 0200000000002914   
0601GEH2N       20140101004605005000010000 0200000000002915   
0601GEH2N       20140101004615005000010000 0200000000002917   
0601GEH2N       20140101004625005000010000 0200000000002919   
0601GEH2N       20140101004635005000010000 0200000000002921   
0601GEH2N       20140101004645005000010000 0200000000002923   
0601GEH2N       20140101004655005000010000 0200000000002925   
0601GEH2N       20140101004665005000010000 0200000000002927   
0601GEH2N       20140101004675005000010000 0200000000002929   
0601GEH2N       20140101004685005000010000 0200000000002931   
0601GEH2N       20140101004695005000010000 0200000000002932   
0601GEH2N       20140101004705005000010000 0200000000002934   
0601GEH2N       20140101004715005000010000 0200000000002936   
0601GEH2N       20140101004725005000010000 0200000000002938   
0601GEH2N       20140101004735005000010000 0200000000002940   
0601GEH2N       20140101004745005000010000 0200000000002941   
0601GEH2N       20140101004755005000010000 0200000000002943   
0601GEH2N       20140101004765005000010000 0200000000002945   
0601GEH2N       20140101004775005000010000 0200000000002947   
0601GEH2N       20140101004785005000010000 0200000000002948   
0601GEH2N       20140101004795005000010000 0200000000002950   
0601GEH2N       20140101004805005000010000 0200000000002952   
0601GEH2N       20140101004815005000010000 0200000000002954   
0601GEH2N       20140101004825005000010000 0200000000002956   
0601GEH2N       20140101004835005000020000 0200000000002958   
0601GEH2N       20140101004855005000020000 0200000000002962   
0601GEH2N       20140101004875005000020000 0200000000002965   
0601GEH2N       20140101004895005000020000 0200000000002968   
0601GEH2N       20140101004915005000020000 0200000000002972   
0601GEH2N       20140101004935005000020000 0200000000002975   
0601GEH2N       20140101004955005000020000 0200000000002978   
0601GEH2N       20140101004975005000020000 0200000000002982   
0601GEH2N       20140101004995005000020000 0200000000002985   
0601GEH2N       20140101005015005000020000 0200000000002988   
0601GEH2N       20140101005035005000020000 0200000000002991   
0601GEH2N       20140101005055005000020000 0200000000002994   
0601GEH2N       20140101005075005000020000 0200000000002998   
0601GEH2N       20140101005095005000020000 0200000000003001   
0601GEH2N       20140101005115005000020000 0200000000003004   
0601GEH2N       20140101005135005000020000 0200000000003007   
0601GEH2N       20140101005155005000020000 0200000000003010   
0601GEH2N       20140101005175005000020000 0200000000003013   
0601GEH2N       20140101005195005000020000 0200000000003016   
0601GEH2N       20140101005215005000020000 0200000000003019   
0601GEH2N       20140101005235005000020000 0200000000003022   
0601GEH2N       20140101005255005000020000 0200000000003026   
0601GEH2N       20140101005275005000020000 0200000000003029   
0601GEH2N       20140101005295005000020000 0200000000003032   
0601GEH2N       20140101005315005000020000 0200000000003035   
0601GEH2N       20140101005335005000020000 0200000000003038   
0601GEH2N       20140101005355005000020000 0200000000003041   
0601GEH2N       20140101005375005000020000 0200000000003044   
0601GEH2N       20140101005395005000020000 0200000000003048   
0601GEH2N       20140101005415005000020000 0200000000003051   
0601GEH2N       20140101005435005000020000 0200000000003054   
0601GEH2N       20140101005455005000020000 0200000000003057   
0601GEH2N       20140101005475005000020000 0200000000003060   
0601GEH2N       20140101005495005000020000 0200000000003063   
0601GEH2N       20140101005515005000020000 0200000000003066   
0601GEH2N       20140101005535005000020000 0200000000003069   
0601GEH2N       20140101005555005000020000 0200000000003072   
0601GEH2N       20140101005575005000020000 0200000000003075   
0601GEH2N       20140101005595005000020000 0200000000003078   
0601GEH2N       20140101005615005000020000 0200000000003081   
0601GEH2N       20140101005635005000020000 0200000000003084   
0601GEH2N       20140101005655005000020000 0200000000003087   
0601GEH2N       20140101005675005000020000 0200000000003090   
0601GEH2N       20140101005695005000020000 0200000000003093   
0601GEH2N       20140101005715005000020000 0200000000003096   
0601GEH2N       20140101005735005000020000 0200000000003099   
0601GEH2N       20140101005755005000020000 0200000000003102   
0601GEH2N       20140101005775005000020000 0200000000003105   
0601GEH2N       20140101005795005000020000 0200000000003108   
0601GEH2N       20140101005815005000020000 0200000000003111   
0601GEH2N       20140101005835005000020000 0200000000003114   
0601GEH2N       20140101005855005000020000 0200000000003117   
0601GEH2N       20140101005875005000020000 0200000000003120   
0601GEH2N       20140101005895005000020000 0200000000003122   
0601GEH2N       20140101005915005000020000 0200000000003125   
0601GEH2N       20140101005935005000020000 0200000000003128   
0601GEH2N       20140101005955005000020000 0200000000003131   
0601GEH2N       20140101005975005000020000 0200000000003133   
0601GEH2N       20140101005995005000020000 0200000000003136   
0601GEH2N       20140101006015005000020000 0200000000003139   
0601GEH2N       20140101006035005000020000 0200000000003142   
0601GEH2N       20140101006055005000020000 0200000000003144   
0601GEH2N       20140101006075005000020000 0200000000003147   
0601GEH2N       20140101006095005000020000 0200000000003150   
0601GEH2N       20140101006115005000020000 0200000000003152   
0601GEH2N       20140101006135005000020000 0200000000003155   
0601GEH2N       20140101006155005000020000 0200000000003157   
0601GEH2N       20140101006175005000020000 0200000000003160   
0601GEH2N       20140101006195005000020000 0200000000003162   
0601GEH2N       20140101006215005000020000 0200000000003165   
0601GEH2N       20140101006235005000020000 0200000000003167   
0601GEH2N       20140101006255005000020000 0200000000003170   
0601GEH2N       20140101006275005000020000 0200000000003172   
0601GEH2N       20140101006295005000020000 0200000000003175   
0601GEH2N       20140101006315005000020000 0200000000003177   
0601GEH2N       20140101006335005000020000 0200000000003180   
0601GEH2N       20140101006355005000020000 0200000000003182   
0601GEH2N       20140101006375005000020000 0200000000003185   
0601GEH2N       20140101006395005000020000 0200000000003187   
0601GEH2N       20140101006415005000020000 0200000000003189   
0601GEH2N       20140101006435005000020000 0200000000003192   
0601GEH2N       20140101006455005000020000 0200000000003194   
0601GEH2N       20140101006475005000020000 0200000000003196   
0601GEH2N       20140101006495005000020000 0200000000003199   
0601GEH2N       20140101006515005000020000 0200000000003201   
0601GEH2N       20140101006535005000020000 0200000000003203   
0601GEH2N       20140101006555005000020000 0200000000003206   
0601GEH2N       20140101006575005000020000 0200000000003208   
0601GEH2N       20140101006595005000020000 0200000000003210   
0601GEH2N       20140101006615005000020000 0200000000003212   
0601GEH2N       20140101006635005000020000 0200000000003214   
0601GEH2N       20140101006655005000020000 0200000000003217   
0601GEH2N       20140101006675005000020000 0200000000003219   
0601GEH2N       20140101006695005000020000 0200000000003221   
0601GEH2N       20140101006715005000020000 0200000000003223   
0601GEH2N       20140101006735005000020000 0200000000003225   
0601GEH2N       20140101006755005000020000 0200000000003227   
0601GEH2N       20140101006775005000020000 0200000000003230   
0601GEH2N       20140101006795005000020000 0200000000003232   
0601GEH2N       20140101006815005000020000 0200000000003234   
0601GEH2N       20140101006835005000020000 0200000000003236   
0601GEH2N       20140101006855005000020000 0200000000003238   
0601GEH2N       20140101006875005000020000 0200000000003240   
0601GEH2N       20140101006895005000020000 0200000000003242   
0601GEH2N       20140101006915005000020000 0200000000003244   
0601GEH2N       20140101006935005000020000 0200000000003246   
0601GEH2N       20140101006955005000020000 0200000000003248   
0601GEH2N       20140101006975005000020000 0200000000003250   
0601GEH2N       20140101006995005000020000 0200000000003252   
0601GEH2N       20140101007015005000020000 0200000000003254   
0601GEH2N       20140101007035005000020000 0200000000003257   
0601GEH2N       20140101007055005000020000 0200000000003259   
0601GEH2N       20140101007075005000020000 0200000000003262   
0601GEH2N       20140101007095005000020000 0200000000003264   
0601GEH2N       20140101007115005000020000 0200000000003267   
0601GEH2N       20140101007135005000020000 0200000000003269   
0601GEH2N       20140101007155005000020000 0200000000003271   
0601GEH2N       20140101007175005000020000 0200000000003274   
0601GEH2N       20140101007195005000020000 0200000000003276   
0601GEH2N       20140101007215005000020000 0200000000003278   
0601GEH2N       20140101007235005000020000 0200000000003281   
0601GEH2N       20140101007255005000020000 0200000000003283   
0601GEH2N       20140101007275005000020000 0200000000003285   
0601GEH2N       20140101007295005000020000 0200000000003288   
0601GEH2N       20140101007315005000020000 0200000000003290   
0601GEH2N       20140101007335005000020000 0200000000003292   
0601GEH2N       20140101007355005000020000 0200000000003294   
0601GEH2N       20140101007375005000020000 0200000000003297   
0601GEH2N       20140101007395005000020000 0200000000003299   
0601GEH2N       20140101007415005000020000 0200000000003301   
0601GEH2N       20140101007435005000020000 0200000000003303   
0601GEH2N       20140101007455005000020000 0200000000003306   
0601GEH2N       20140101007475005000020000 0200000000003308   
0601GEH2N       20140101007495005000020000 0200000000003310   
0601GEH2N       20140101007515005000020000 0200000000003312   
0601GEH2N       20140101007535005000020000 0200000000003314   
0601GEH2N       20140101007555005000020000 0200000000003316   
0601GEH2N       20140101007575005000020000 0200000000003318   
0601GEH2N       20140101007595005000020000 0200000000003321   
0601GEH2N       20140101007615005000020000 0200000000003323   
0601GEH2N       20140101007635005000020000 0200000000003325   
0601GEH2N       20140101007655005000020000 0200000000003327   
0601GEH2N       20140101007675005000020000 0200000000003329   
0601GEH2N       20140101007695005000020000 0200000000003332   
0601GEH2N       20140101007715005000020000 0200000000003334   
0601GEH2N       20140101007735005000020000 0200000000003336   
0601GEH2N       20140101007755005000020000 0200000000003339   
0601GEH2N       20140101007775005000020000 0200000000003341   
0601GEH2N       20140101007795005000020000 0200000000003343   
0601GEH2N       20140101007815005000020000 0200000000003345   
0601GEH2N       20140101007835005000020000 0200000000003347   
0601GEH2N       20140101007855005000020000 0200000000003350   
0601GEH2N       20140101007875005000020000 0200000000003352   
0601GEH2N       20140101007895005000020000 0200000000003354   
0601GEH2N       20140101007915005000020000 0200000000003356   
0601GEH2N       20140101007935005000020000 0200000000003358   
0601GEH2N       20140101007955005000020000 0200000000003360   
0601GEH2N       20140101007975005000020000 0200000000003362   
0601GEH2N       20140101007995005000020000 0200000000003364   
0601GEH2N       20140101008015005000020000 0200000000003367   
0601GEH2N       20140101008035005000020000 0200000000003369   
0601GEH2N       20140101008055005000020000 0200000000003371   
0601GEH2N       20140101008075005000020000 0200000000003373   
0601GEH2N       20140101008095005000020000 0200000000003375   
0601GEH2N       20140101008115005000020000 0200000000003377   
0601GEH2N       20140101008135005000020000 0200000000003379   
0601GEH2N       20140101008155005000020000 0200000000003381   
0601GEH2N       20140101008175005000020000 0200000000003383   
0601GEH2N       20140101008195005000020000 0200000000003385   
0601GEH2N       20140101008215005000020000 0200000000003387   
0601GEH2N       20140101008235005000020000 0200000000003389   
0601GEH2N       20140101008255005000020000 0200000000003391   
0601GEH2N       20140101008275005000020000 0200000000003393   
0601GEH2N       20140101008295005000020000 0200000000003395   
0601GEH2N       20140101008315005999999999 0200000000003397   
0601GEH3N       20140101000000000000730000 0300000000000000   
0601GEH3N       20140101000730005000005000 0300000000000004   
0601GEH3N       20140101000735005000005000 0300000000000013   
0601GEH3N       20140101000740005000005000 0300000000000021   
0601GEH3N       20140101000745005000005000 0300000000000029   
0601GEH3N       20140101000750005000005000 0300000000000037   
0601GEH3N       20140101000755005000005000 0300000000000044   
0601GEH3N       20140101000760005000005000 0300000000000052   
0601GEH3N       20140101000765005000005000 0300000000000060   
0601GEH3N       20140101000770005000005000 0300000000000067   
0601GEH3N       20140101000775005000005000 0300000000000074   
0601GEH3N       20140101000780005000005000 0300000000000082   
0601GEH3N       20140101000785005000005000 0300000000000089   
0601GEH3N       20140101000790005000005000 0300000000000096   
0601GEH3N       20140101000795005000005000 0300000000000103   
0601GEH3N       20140101000800005000005000 0300000000000111   
0601GEH3N       20140101000805005000005000 0300000000000118   
0601GEH3N       20140101000810005000005000 0300000000000126   
0601GEH3N       20140101000815005000005000 0300000000000134   
0601GEH3N       20140101000820005000005000 0300000000000141   
0601GEH3N       20140101000825005000005000 0300000000000149   
0601GEH3N       20140101000830005000005000 0300000000000156   
0601GEH3N       20140101000835005000005000 0300000000000163   
0601GEH3N       20140101000840005000005000 0300000000000171   
0601GEH3N       20140101000845005000005000 0300000000000179   
0601GEH3N       20140101000850005000005000 0300000000000187   
0601GEH3N       20140101000855005000005000 0300000000000194   
0601GEH3N       20140101000860005000005000 0300000000000202   
0601GEH3N       20140101000865005000005000 0300000000000210   
0601GEH3N       20140101000870005000005000 0300000000000217   
0601GEH3N       20140101000875005000005000 0300000000000225   
0601GEH3N       20140101000880005000005000 0300000000000232   
0601GEH3N       20140101000885005000005000 0300000000000240   
0601GEH3N       20140101000890005000005000 0300000000000248   
0601GEH3N       20140101000895005000005000 0300000000000256   
0601GEH3N       20140101000900005000005000 0300000000000264   
